FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
0.4537828927,0.2933962554,0.0087111668,0.0119015597,0.2042302908,0.4166143582,nan,nan,nan,nan,-0.0033755840,0.0049598561,0.0054926715,0.0051768189,-0.3478328982,0.4869065551,nan,nan,nan,nan,0.3676666667,0.1996889247,0.2607699526,0.1388449520,-0.3296465976,0.4956936814,nan,nan,nan,nan
