FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
0.4272811795,0.2751432926,0.0184747524,0.0148364410,0.2746839636,0.5134399319,1.7905753162,0.4529836739,0.3320895217,0.4724850996,-0.0232902507,0.0169098296,0.0158646540,0.0116737927,-0.0034630447,0.4636503328,1.7633527166,0.3321657406,0.2095223359,0.5198611423,0.1480880952,0.0979250483,0.1737407000,0.1241260251,-0.1877415130,0.3233206343,2.1869911914,0.9127036137,0.6696444746,0.6459049927
