INF.avg,INF.sd,INF.r1,INF.kr,INF.sk,SUP.avg,SUP.sd,SUP.r1,SUP.kr,SUP.sk,INC.avg,INC.sd,INC.r1,INC.kr,INC.sk,IND.avg,IND.sd,IND.r1,IND.kr,IND.sk
0.1487500000,0.1373351284,-0.4398490217,2.0020310819,0.6132974223,0.2475000000,0.2682233211,-0.0432563235,2.0769371387,0.7843628735,0.6037500000,0.1782510519,0.2118553879,2.4604923760,-0.7901935974,0.6037500000,0.1782510519,0.2118553879,2.4604923760,-0.7901935974
