INF.avg,INF.sd,INF.r1,INF.kr,INF.sk,SUP.avg,SUP.sd,SUP.r1,SUP.kr,SUP.sk,INC.avg,INC.sd,INC.r1,INC.kr,INC.sk,IND.avg,IND.sd,IND.r1,IND.kr,IND.sk
0.4748648649,0.1363148506,0.8784538423,2.1812988054,-0.4958441114,0.1081081081,0.0895586125,0.8908510106,2.6194254739,0.8198333935,0.4170270270,0.0612864283,0.5277115711,3.0642802972,0.6156351033,0.4170270270,0.0612864283,0.5277115711,3.0642802972,0.6156351033
