INF.avg,INF.sd,INF.r1,INF.kr,INF.sk,SUP.avg,SUP.sd,SUP.r1,SUP.kr,SUP.sk,INC.avg,INC.sd,INC.r1,INC.kr,INC.sk,IND.avg,IND.sd,IND.r1,IND.kr,IND.sk
0.3516666667,0.2170573401,0.2534438280,1.8746592241,0.3571723276,0.0283333333,0.0338706691,0.2599360439,1.5295217771,0.6066850840,0.6200000000,0.2024845673,0.1672971837,1.9075193337,-0.2541596889,0.6200000000,0.2024845673,0.1672971837,1.9075193337,-0.2541596889
