INF.avg,INF.sd,INF.r1,INF.kr,INF.sk,SUP.avg,SUP.sd,SUP.r1,SUP.kr,SUP.sk,INC.avg,INC.sd,INC.r1,INC.kr,INC.sk
0.2211904762,0.1643059332,-0.2736253318,nan,nan,0.1788095238,0.1437102276,-0.0174185591,nan,nan,0.6000000000,0.1859915838,-0.1463097034,nan,nan
