FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
0.4565172859,0.2883691808,0.0094253157,0.0069393978,0.4679965197,0.3350203381,1.8730132324,0.4435472834,0.0579763359,0.2414911996,0.0000569118,0.0018085623,0.0063264631,0.0041652125,-0.2977596388,0.3118725819,2.7044940329,0.8055110778,-0.0649739643,0.7749072585,0.5175000000,0.1250249975,0.3408752573,0.0294373734,-0.2659553087,0.3228049882,1.9732622200,0.4887431835,0.0510173763,0.6002389170
