FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
0.4413978822,0.2681459700,0.0155727714,0.0122890609,0.1621146687,0.4168513966,nan,nan,nan,nan,-0.0171393770,0.0128500764,0.0131987425,0.0110892663,-0.1539796672,0.4940727965,nan,nan,nan,nan,0.2184297619,0.1146160337,0.2357546783,0.1104216050,-0.2251071301,0.3935288876,nan,nan,nan,nan
