INF.avg,INF.sd,INF.r1,INF.kr,INF.sk,SUP.avg,SUP.sd,SUP.r1,SUP.kr,SUP.sk,INC.avg,INC.sd,INC.r1,INC.kr,INC.sk
0.1923809524,0.1831446639,-0.2533486766,nan,nan,0.2816190476,0.2445150030,-0.1751792032,nan,nan,0.5260000000,0.1957504803,-0.2573570991,nan,nan
