FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
0.4918737500,0.3182657030,0.0078516802,0.0066647181,0.1916254209,0.5769052163,2.8102306611,0.7554459238,-0.2835605369,0.7606656421,0.0015661622,0.0026378210,0.0074155214,0.0051394971,-0.1061699524,0.4818219882,2.2702094119,0.6231008865,-0.0280011191,0.3783773327,0.5500000000,0.0894427191,0.3620513200,0.0376675151,-0.1061250637,0.5255681970,1.7772214177,0.6350233132,-0.1984558101,0.4339540194
