INF.avg,INF.sd,INF.r1,INF.kr,INF.sk,SUP.avg,SUP.sd,SUP.r1,SUP.kr,SUP.sk,INC.avg,INC.sd,INC.r1,INC.kr,INC.sk
0.2508750000,0.2338092836,-0.1042334546,2.4434472127,0.7652360617,0.1978750000,0.1986557887,-0.2219020206,2.7178244241,0.8298524686,0.5512500000,0.2068572222,-0.2719270132,2.0583245732,-0.0302311481
